"RATING_ID","USER_MD5","MOVIE_ID","RATING","RATING_TIME"
"569512117","f075873af737b8d33d1617be2048b6af","4824996","5","2012-08-18 00:59:45"
"248597522","8d2f73e72ce0e24841afe439be5d40e8","4824996","5","2010-05-08 12:54:55"
"266340882","6a8ffdc137b84bc589ae7117088e7389","4824996","5","2010-07-01 23:32:47"
"876996399","4fba499609011066e51d69137c99a54a","10514820","4","2014-12-30 10:15:43"
"827905315","796130da487ee02320f820d5ffc1be89","10514820","3","2014-07-21 19:54:38"
"1157018123","b6a1d2c38c19ffc70ab5abe474a44c5c","10514820","3","2017-02-25 02:13:23"
"1696382651","c207e44fcc36dfbb8f29330e3244801d","10514820","3","2019-02-27 23:53:34"
"721183432","c37de57379adf5916291472098d06745","10514820","3","2013-08-30 10:53:40"
"1382683471","98486dfa03e49d614469355ab8335e8e","10514820","1","2018-06-01 16:13:36"
"685933896","43b865c577221a1988f83ff152f8f637","10514820","5","2013-05-28 18:28:30"
"595196718","6133c2837a83ef76268c62cab751d5f9","4824996","4","2012-10-24 22:14:59"
"457438261","d6cbe2c85109ac09b62a4d7a0407e327","4824996","5","2011-11-14 12:00:50"
"770563625","890118abdd429b96d4f5c3e4c92cf1f1","4824996","5","2014-01-26 21:34:43"
"728629820","18809eb4f1bd8467bfa19f85ca5ec1eb","4824996","5","2013-09-26 04:52:05"
"466055817","a8ce33d052e4ca557957bcf13ed3a5be","4824996","5","2011-12-06 15:26:15"
"625249912","68e3f25e7076ddcbc033020c4f2e427f","3212362","4","2013-01-04 12:04:22"
"713865430","ad5038f222b39c9178277febd896619f","3212362","1","2013-08-10 21:46:15"
"548889332","16033ea036dc3748b076c72c3ff4d020","3212362","1","2012-06-26 18:38:33"
"815097418","d82f3204b2c4de5ec1e3d8726f569e3c","20433357","2","2014-06-10 20:12:17"
"639162395","daca7151851336a87b50335d754ede0a","20433357","3","2013-02-04 18:36:32"
"622031524","15ab8109860b1c178fdafbe76523c60a","20433357","3","2012-12-28 16:03:29"
"995675314","d145a9169b34d1b5e0bf4ae1ec2e2c96","20433357","3","2016-01-04 16:49:05"
"697913872","b4cb100d328843a18df2d9249c460d55","20433357","1","2013-06-28 08:09:02"
"700980263","bd655aec855e56d4c21d928cf9151cde","20433357","1","2013-07-06 10:57:10"
"646347165","0f80938852fa05f7b3cd57e1c3b176e1","20433357","2","2013-02-21 17:07:25"
"661203255","68412b7e2dbbd98d567f0694da8962d7","20433357","2","2013-03-31 18:09:21"
"674985299","757f2647deec708fe714967dbdbc8bce","20433357","2","2013-05-02 08:26:20"
"814265927","8f57b458e35070fcf1b51d7ace4104f7","20433357","1","2014-06-08 11:28:26"
"1053627275","302688c84ca53b9a2d99abe7967b82d7","20433357","4","2016-06-20 08:24:23"
"626473751","72e2abb706c98d6528806269393863f6","20433357","2","2013-01-07 05:44:17"
"628869166","11fd1283f6bcf29207a1e1969bee863e","20433357","4","2013-01-12 20:20:04"
"995524257","53d3d577099f63bcfdc4700fd062cb36","20433357","3","2016-01-04 10:59:55"
"856639359","21a11752558fa7b126e58a2780c08e65","20433357","4","2014-10-23 23:32:19"
"995407463","4533c93204dbf2610e4aadb3cfc3d380","20433357","2","2016-01-04 00:08:45"
"1196876324","857066f42376e0300e3c12ae063884d3","20433357","2","2017-05-31 18:52:22"
"995408021","7a74ffa52f8dd58a44583e1fc48ff2e6","20433357","1","2016-01-04 00:09:53"
"825798375","e1de4339962619194c12ec86b9394f62","20433357","1","2014-07-14 18:26:29"
"1163709263","696743e481fa400197622615977294de","20433357","3","2017-03-12 13:14:07"
"965058293","71638235f0f857abcae1a0e664e65c54","6785977","3","2015-10-05 20:24:54"
"1275351820","37d7ccce75a0f786fd94b7bf10113805","6785977","4","2017-11-23 15:02:18"
"1185470331","4799f6881ef931dc6fb3ab49d0089294","6785977","2","2017-05-04 15:19:15"
"1573131275","8b9670d7fc6a245bf8265a99f1603c22","6785977","3","2018-12-15 21:17:23"
"964324936","cc1b9cc6943c82af7dc2abbe215f842f","6785977","1","2015-10-03 18:04:20"
"653200299","07cc704d9195fa04e7158357dabc0aea","6785977","1","2013-03-11 09:05:24"
"963240994","deba74f84804f745ee7ba1d28025aba5","6785977","1","2015-09-30 05:09:13"
"305106064","d1ba82fe44f344cb231218581e25b221","4824996","5","2010-10-17 16:02:13"
"498202139","fbf21b0e57293bc221ebda0e2652c9a0","4824996","5","2012-02-20 04:40:26"
"540496609","100bbee5de2345519452b3348745733e","4824996","5","2012-06-05 10:40:15"
"559405942","ced9300a7172ac79e3dce7d52c9c3e57","4824996","5","2012-07-22 22:22:39"
"847881707","ec0f8d2a7679baea47e3555e62335957","4824996","5","2014-09-22 22:10:02"
"250608293","2bad4ef429929474a7203c11dc917f61","4824996","4","2010-05-14 12:59:10"
"356844487","98ba76ef02d3cf52f3890f16d16e0214","4824996","5","2011-02-21 13:36:10"
"342030792","f339250775085ab8200651fbc973a836","4824996","5","2011-01-18 22:15:14"
"920013035","da1cacb8c3c294177f27214328750357","4824996","4","2015-05-08 00:53:07"
"251048606","3b39a2479dda65c72ee0fd58f381625a","4824996","5","2010-05-15 17:07:42"
"336873751","2fe23b6ee52dadf391d174b7eb15503a","4824996","5","2011-01-06 23:33:59"
"297677659","873a91806a328965db2a4f03e5fd0647","4824996","5","2010-09-26 20:52:15"
"681603253","3e3740880b84b6eb3c0e1c2e5660142c","4824996","5","2013-05-18 10:42:53"
"377189354","48dfb0e3fc5c3ec7e3812b815e92358d","4824996","4","2011-04-29 21:41:41"
"443560003","75eb528dd2fc47c93fea1bd14b7c0505","4824996","5","2011-10-06 19:26:08"
"501068118","239e551f3f1534ef6eaac4a8d585dc81","4824996","4","2012-02-26 21:00:10"
"463943474","cf3f7fc0baae6ff80cdab57a75ab00fc","4824996","4","2011-11-30 23:59:52"
"276061208","ff83330dfda71ffafd6c02dd47027975","4824996","5","2010-07-28 23:48:49"
"375203732","5876636b6eb3c3b4c871735f42251f77","4824996","5","2011-05-02 18:37:04"
"543006717","472613a6fe5e656ff91fc919f942387a","4824996","5","2012-06-11 18:13:43"
"686077771","092891f982868bae4cde8640a0c20c91","10514820","5","2013-05-29 00:04:13"
"535338434","99c3d75c595734665f30bb09426d0ee9","10514820","3","2012-05-23 13:42:17"
"608282628","1d71963d0c390ebb9048cc64cde0803f","10514820","5","2012-11-26 20:18:42"
"640605005","0c679e25766f74589480fd3a5ff6a316","10514820","2","2013-02-07 22:42:18"
"623626236","a0283263fe3b82ebec8b217849076123","10514820","4","2012-12-31 21:30:16"
"628838080","0cf2f3fb02bb5c86430434d2560d77fc","10514820","5","2013-01-12 19:18:23"
"623166161","24750b4b6bf4133ffea48af4d4b7af1a","10514820","3","2012-12-30 21:37:48"
"584192746","60c98e71f01419aa1d4a5c77922ca9d0","10514820","2","2012-09-25 21:38:12"
"553631640","386dd381a595e4d632c6f4a72fa2bc7a","10514820","1","2012-07-08 17:18:26"
"1860342261","37c5c5dff905e93b45b0976ea7319864","10514820","5","2019-07-14 22:31:42"
"562147633","dcbefced2edaddbffa77513bedef3a38","10514820","5","2012-07-29 23:17:37"
"684937169","6ecf1b7a0baf92172b52b402b3e6b564","10514820","4","2013-05-26 12:31:59"
"995405437","378ce893c2da74185d8d1ac98cfc72ca","20433357","1","2016-01-04 00:04:40"
"626018921","13c9dcd5a7e2660baef294a551fbe089","20433357","2","2013-01-06 01:54:54"
"1811846508","101900e52022eefc63760160125877f7","20433357","1","2019-06-06 00:33:52"
"634425313","2e42041a7d26f9678d518d43d111cb85","20433357","1","2013-01-24 23:08:06"
"620022686","594a2000755a7b24e1a10e1829c87f50","20433357","4","2012-12-23 22:08:43"
"1880855904","9c2e8e42cd0f5440440400118b773215","20433357","1","2019-07-29 11:49:47"
"704366749","c1f55d25fbc006e7baace150a74bb2c2","20433357","2","2013-07-15 12:21:14"
"995430408","ab50e7e77051edfd14bfe97dd2dd385b","20433357","3","2016-01-04 01:10:12"
"994166558","eb5833a6eac8adb5be771b6316c77bbd","20433357","3","2016-01-01 16:22:04"
"1041928408","cacc5228ce5b6207021b4173009fc23b","20433357","5","2016-05-15 20:01:32"
"1321864152","1d269303bc77b8c45b00225ac11de9e2","20433357","5","2018-02-10 18:29:57"
"1567909426","91e3528d047c72f89672fb6fa0f98408","20433357","4","2018-12-12 16:33:56"
"1032922464","741b290da0affe67df6967724a8e0aa5","20433357","3","2016-04-18 08:25:26"
"638050125","3083100ba305b84f6350a421d0e63b7c","20433357","1","2013-02-02 09:41:21"
"1729017809","cfd5a70b8498526f1fe28e12610730f2","20433357","2","2019-03-25 17:53:28"
"1811927107","7ff1d95e920137b8d55329c856c17d4a","20433357","1","2019-06-06 02:00:26"
"621841775","8e298a5cfaf3806004b2488c978c1cf0","20433357","2","2012-12-28 03:14:43"
"1041291078","fa67e001a64ede837ff75c8bac078470","20433357","3","2016-05-14 00:14:44"
"1029887047","3faaf93f7de6bde323fe22fe3aef8607","20433357","1","2016-04-09 12:35:13"
"1108562241","f799e59ac64b8905052285952242cf72","20433357","5","2016-11-13 14:46:02"
"1819992131","78d0fb49bf678441f728dc782dfab982","25885396","2","2019-06-12 18:41:38"
"1794124229","e06aa2c79d63fd9844e704fb02004a32","25885396","3","2019-05-21 14:02:55"
"901640636","5f549cfd857a2dd4b2577365eb6a9b2f","25885396","2","2015-03-10 10:39:50"
"1040409297","f87f0d8994cb537786ad6b31f0b4124c","25885396","3","2016-05-11 08:47:08"
"1106719230","9b2882e12cebf01347a96642556e20ee","25885396","4","2016-11-07 22:15:21"
"893157900","e47c06097dbad3f2deaf41262b699122","25885396","2","2015-02-13 12:32:41"
"893823016","24f97952deb3ea27fc35c2559a075470","25885396","3","2015-02-15 14:45:58"
"892921216","54037ad89ce36837222f6931b2d77d5e","25885396","3","2015-02-12 17:29:37"
"874383440","34a29c76646c678ac51f5d6300211fe2","25885396","2","2014-12-23 21:02:15"
"944011044","343f2e09efd98ba7766a8cbd68ec8eb4","25885396","2","2015-07-25 00:47:32"
"1634313144","b3bdea070addd5b0942f115fddce837d","25885396","1","2019-01-19 20:00:34"
"1042267093","ed6d3d64b297299bb79de920fe242034","25885396","3","2016-05-16 19:46:49"
"893377573","b8eabdf0b5bb94a219eb0218c853ec4d","25885396","3","2015-02-14 00:34:43"
"1864582769","0e9c9005752b3cbb4b7e36b0cfa98543","25885396","1","2019-07-18 07:52:25"
"1729645192","3dd22569a1463f5877d8f31f8d8a3f51","25885396","4","2019-03-26 09:44:01"
"892919319","1c858374678f175616dff8269d680200","25885396","3","2015-02-12 17:24:04"
"465160469","89c5a02bd46080e5462b483ca8f183fb","1300319","4","2011-12-11 09:25:07"
"946136249","8441a1b79f7e39b75d2013a38fe540cd","1300319","3","2015-08-01 10:12:43"
"226883329","7fbf860fd12e0a3d1b4f3beef78bc4e7","1300319","4","2010-03-09 23:05:52"
"1151692693","2ef77a0ab4d96b4d5424fc104d82a97a","1300319","2","2017-02-13 17:14:58"
"913312770","77e2801c3a3865e417dbc7ce3c254db6","1300319","3","2015-04-16 03:32:46"
"485428129","9645d197e6eb271b6100ad12c8ab5292","1300319","5","2012-01-21 22:54:39"
"29996729","09dd4772983d8c204fd01052c4bef7f2","1300319","4","2008-01-29 00:41:32"
"400726059","0730fcce0741794b022822ef57b3f47b","1300319","3","2011-06-08 21:16:34"
"650341720","15798db653ea68caa1b4d61c4e493679","1300319","4","2013-03-03 16:50:25"
"732887236","fe57c09aa43b5da1f4dd36a3f228cf65","1300319","3","2013-10-06 16:36:26"
"1094987054","0bd5bdc470a293de4a233b5b4b51ffd2","1300319","2","2016-10-08 10:59:28"
"231903208","a4865b6e52683a5026ee0028c3a1b466","1300319","4","2010-03-22 11:12:28"
"1146074690","6f4c612d7260103713d2ffaeb5d1d139","1300319","2","2017-03-05 07:54:32"
"469865478","7f348422e3423ac03943f05bbe27b0e9","1300319","4","2011-12-16 01:04:43"
"967087155","02092e6734ee9ef31f6998707238a80b","1300319","4","2015-10-11 22:08:16"
"819621304","20281cc07fdd45752472338179a32338","1300319","3","2014-06-25 18:32:14"
"1404564149","8e2f248a5cb267d40bf8813d20b653e8","1300319","4","2018-07-12 15:27:26"
"1435341560","e12d3350e188f48b2f45031c6fb89d10","1300319","4","2018-08-13 16:14:55"
"536994875","ea9ddaba45682e914e7185794e8cfac6","1300319","3","2012-05-27 15:03:52"
"537946903","25464080601398d1567d49bad41f9e70","4824996","4","2012-05-29 21:48:33"
"250413026","21dba34de7ca20ed17ab7fd554f49781","4824996","5","2010-05-13 20:09:43"
"604369630","a77380143b0f42aa686d3916b48297f6","4824996","5","2012-11-17 17:18:46"
"391329972","dc247aed0f4859c41e4671a02f50e548","4824996","4","2011-05-16 23:53:28"
"482486581","69f27b53259e3d0126ac4875f66b8ea9","4824996","4","2012-01-15 05:15:54"
"789372227","48618825c3d3e3786ff0039f950b8564","4824996","5","2014-03-22 14:48:15"
"716190611","c6f521f5ca8a18624061dc8f8e600243","4824996","5","2013-08-16 23:39:46"
"261829804","13e2c111f18064030000fd45ba5ceba6","4824996","5","2013-11-12 13:01:09"
"348643252","e9ae4655c4185d029d7654285beae9a0","4824996","3","2011-02-02 17:48:27"
"270820110","828ef8a88bc3460eb9b52ec040940fc1","4824996","5","2010-07-15 00:08:45"
"341343993","b2847ed4409e5eaf00bb442548161fa5","4824996","4","2011-01-17 12:31:46"
"430950841","1abd988cf9e9ca458ee9531b251f3797","4824996","4","2011-08-29 18:27:16"
"796328148","bbf2606f5ff05b2ab78de7c129a2a3ab","4824996","4","2014-04-13 12:26:45"
"281246831","56c79ea7aa5f2a31fff75607bfc79f02","4824996","4","2010-08-14 19:51:39"
"694221328","7ab8ca2fac9ce171375cdc067258fae5","4824996","5","2013-06-18 11:25:42"
"263630552","df0b4a3fd01da507eab1fd7d1999022a","4824996","4","2012-02-10 13:15:15"
"468753976","4af123768270777501c9ee8b752b9de6","4824996","4","2011-12-13 03:14:02"
"456935486","b49657bb72a32b6b32ecdaf83426d193","4824996","4","2011-11-13 01:21:00"
"1712836191","2a297e5d385fdde9152b84eb1b299b1b","4824996","4","2019-03-11 22:21:18"
"1493529544","5957fbd0ad53faed36bf41eab22b15f8","20433357","4","2018-10-14 08:35:24"
"1049103012","3e923a50d2eed11b6bd2becbcab2b6a9","20433357","4","2016-06-06 15:59:52"
"1260263436","8c043722a259567d07d6b0f648a2da1d","20433357","4","2017-10-22 03:45:00"
"1053205595","9c805ad773ebdba50ba043af97572d0e","20433357","4","2016-06-18 23:02:43"
"1054058754","8b8cd95cbe44eae10eff97940f4c374f","20433357","5","2016-06-21 17:11:27"
"1054695337","7e23d7b1db077bcb72501b8b6a087835","20433357","3","2016-06-23 20:45:45"
"1934997178","6de7ed53c559983a5821f75cfdab5d04","20433357","5","2019-09-01 10:47:28"
"1461270302","3905a1047c10d0f8db0e6acc0dc345ed","20433357","4","2018-09-06 20:19:40"
"1254080963","e8591cc047e972125dd83c2735d41516","20433357","3","2017-10-08 23:51:10"
"622217699","de1e575b37ec0cb7ecc0dc95f0a433db","20433357","1","2012-12-28 22:49:42"
"1457871927","9471a390e346164cac30fbe2780720f8","20433357","2","2018-09-02 19:40:29"
"1090939760","8565a21f1bd3be99bf64b389bacf540d","20433357","1","2016-09-29 20:08:59"
"629279466","32c468ee1ec784bb4f9392a9ccf34ff7","20433357","4","2013-01-13 17:10:25"
"626177155","c338e991bf0ccb21a676beac58323ab4","20433357","2","2013-01-06 14:48:17"
"1499668001","4dc948d682528d299451c89fdcde7e06","20433357","4","2018-10-20 22:32:17"
"367161394","3917c1b1b030c6d249e1a798b3154c43","2371880","4","2019-02-10 01:54:34"
"916263227","9c6d8c4e0546770c9689b32285b12cc0","2371880","4","2015-04-25 18:31:20"
"404912909","2fd21a310e3e9f2a85ccd2fcae992fcb","6038246","3","2011-06-21 15:55:30"
"395878839","9b2e05077d32c42dab979c3c8695d8eb","6038246","3","2011-11-19 14:39:55"
"459681576","8e15b590590221b47cde96af5103d2be","6038246","3","2011-11-20 02:25:19"
"605299500","3e38d3880ef825014cd58c96d92998e4","6038246","3","2012-11-19 19:32:48"
"409686200","98e627e9ea155546c6f13d8fea390a40","6038246","3","2011-07-02 21:39:31"
"353872134","d55d05c39e07a36729713e8716e8e735","6038246","3","2011-10-11 19:47:36"
"383833565","ecaf9632b761ea035bef722a0023b26c","6038246","2","2011-06-21 21:56:37"
"350450913","f8e7777459c695f83173d6e9e96a1aca","6038246","3","2011-08-04 17:10:42"
"401570695","bf472ce660feea140118dd8082ccf05e","6038246","2","2011-06-11 00:05:24"
"656612805","d344b00277e0f2f4264f76cb7d7a9f35","6038246","3","2013-03-20 02:40:10"
"392042728","8e580e66172bf28c734729f8898e1d8b","6038246","4","2011-05-18 21:39:40"
"537836526","7a754db3bf3395a9302ae8547bc5a389","6038246","3","2012-08-19 19:24:25"
"392684250","c273aa4ef5180ed5e191013c9d5c9fc2","6038246","4","2011-05-20 16:12:44"
"392012969","d16e480c2c7dded25d8d69d93d3f26da","6038246","3","2011-05-18 20:32:22"
"391762421","968f04d09579df10462b400ceb318fa6","6038246","3","2011-05-18 07:06:22"
"391481529","a1b6ae0b0c0ebbfe6d2460dbd583bba2","6038246","5","2011-05-17 13:47:31"
"391371224","df4cf68ca913668bae25f25263ef2355","6038246","4","2011-05-17 04:37:49"
"386897419","d916a04256c61f98cee07f17667e5a10","6038246","1","2011-07-02 00:01:17"
"487648777","4c989ecbb49a670269de3b2d5c16dc96","6038246","4","2012-01-27 18:45:05"
"277499730","9aaa05579bdd2805cd5cbabf01e2a038","4824996","5","2010-08-25 18:51:45"
"248714944","2fad885fab9644dd74ede0087872496e","4824996","5","2010-05-08 17:43:08"
"685950939","25596aadf1d250dbc41b3ca36e970f22","4824996","3","2013-05-28 19:20:22"
"541865316","96a98612745df9e8716732b55403578a","4824996","5","2012-06-08 21:10:54"
"268782482","7716c905d3d12094ff6888ada3ffdb44","4824996","4","2010-07-09 14:34:52"
"509108203","d423fe0575c490bef05f1673b589322f","4824996","5","2012-03-17 05:43:57"
"560582626","d3755717fca1f10ca7ea89a3c585924b","4824996","4","2012-07-25 21:20:53"
"687944971","bc2294879642fed3e53aae304152ad02","4824996","5","2013-06-02 17:42:52"
"551032828","039048dffddb73fcf70e1afc454165f7","4824996","5","2012-07-03 00:33:52"
"497481819","ff9da50d1c17f8f5ec6297c9e78f9f59","4824996","3","2012-02-18 17:26:19"
"265082848","23a6b62538052762e8d09574a5daf90e","4824996","5","2010-06-28 00:32:37"
"421571516","aecfb9930ee09fe97608a33bcbe49496","4824996","4","2011-08-04 00:26:35"
"1058386113","7867a56101014c2eb09bc81e1912af5c","4824996","5","2016-07-05 23:04:58"
"689362226","9050f7b92b7dd5ce620cd3bc517dafee","4824996","5","2013-06-06 10:58:06"
"708496681","7d3739a2339c7b8d2c9eb52405c9ac7a","4824996","5","2013-07-26 20:29:22"
"480120288","1fd98e714e7c9c5e39d5bc8448b45fec","4824996","5","2012-01-09 15:32:49"
"250220013","bf689ba572ade14d22b0abe405ecef74","4824996","5","2010-05-13 09:00:33"
"865676962","3365d98ce00d90ab288744d3bf26b431","26101454","3","2014-11-23 23:46:09"
"861613873","d608b0eeca8d4366e15f84cadb5eba29","26101454","2","2014-11-10 18:12:21"
"771808253","82b75e9488ab42e4abffa319e9f85ad3","4824996","3","2014-01-30 22:55:31"
"1911094509","30c8497b97bb3dbe1517a495be1b9097","1300319","3","2019-08-16 16:42:40"
"948775091","329d4bf43f7bbf87f15afd0d62577b28","1300319","5","2015-11-10 10:52:51"
"928014523","d1f7c796bbaa0639133246b5c7afedba","1300319","3","2015-06-03 09:19:40"
"392786272","d0746e8204b4f6a3a69ec5921fa9c062","1300319","3","2011-05-20 20:41:29"
"581921988","46442df92ab7ea79897f3c3ad36aac38","1300319","5","2012-09-19 20:39:23"
"936895130","8fe1d97f3e501a16c9b96ee4202d212d","1300319","4","2015-07-02 20:03:12"
"521074768","063bf19b9bca4f5e9058f2b2ad1c1503","1300319","4","2012-04-16 17:58:43"
"836449849","fd4fad5d4b24ce08f99f4c2f06861959","1300319","3","2014-08-15 13:48:42"
"745176624","97488f9c0712443bea2807b06761ab08","1300319","4","2013-11-15 23:22:51"
"1446342086","dfaae83b05e2aa193acb81c9e83f26fa","1300319","4","2018-08-22 16:38:49"
"858682858","142f686d5d17164eb09e5890ebfb5854","1300319","3","2014-11-23 19:53:14"
"1349868303","9aa67dff64aad97c2d7a3c9fc4ae8c7e","1300319","4","2018-03-31 02:55:13"
"549577536","599962d7ca3c50db5f299dc59aa4f1be","1300319","4","2012-06-28 14:03:06"
"1169593737","8c28ad3c5cf76b54489d62642f79fbb8","1300319","4","2017-03-26 12:17:48"
"753263799","f26e117ccf6183c84277c8f77b592c8d","1300319","4","2013-12-12 14:46:14"
"932638096","8bc20fffb8401b23af249fdde99872ab","1300319","3","2015-06-18 17:19:02"
"742956883","344b45448c4c9882c69a8c0145e2e339","1300319","4","2013-11-08 13:56:52"
"962140062","40ff82ea4687cf5b2583bbbf62c08e5d","1300319","3","2015-09-26 12:20:48"
"998104907","4cdd8ad5f1eef03148731bef9c2cd099","1300319","4","2016-01-10 07:19:45"
"986788983","987624434fad91cd459f84fbf03474ea","1300319","3","2015-12-13 12:54:47"
"593961492","3aee9d178468c45726afaff0573c980d","1308575","4","2012-10-21 15:50:36"
"161284694","49d672f271ad3281484aac5595435780","1308575","4","2009-09-22 14:20:40"
"42947495","e7aafd13b4fb7a38175efca32926f48c","1308575","5","2008-06-01 01:19:49"
"389529591","87eaf77433a49bb113fce6859227139a","1308575","4","2011-05-12 22:31:13"
"1223617698","cd4a0544188efd2bdcba99451ae309d1","1308575","3","2017-08-02 15:21:42"
"31662474","8308401c5aeea6767a027e5630fd98e1","1308575","5","2008-02-18 02:15:30"
"472554734","664ddba6ec6795234c03b7df54a6767b","1308575","4","2011-12-22 22:11:23"
"247282902","ddeeee962a150a14d0e51540cab00225","1308575","4","2010-05-04 05:47:34"
"1166210839","52d4fc5cd13388d938782f08770c62b2","1308575","3","2017-03-18 15:31:54"
"27575285","f7ef3edf06d7b318654e7abe831ea13f","1308575","5","2007-12-31 06:27:18"
"85129","87d1bb2fb7653a07aa21ba73c0696d21","1308575","4","2005-12-29 05:18:12"
"435842530","25fd9ddf752191f02547cb30a315fe43","1308575","4","2011-09-13 18:23:46"
"1167334137","75da9edf65e6cdbca77ceff5efe036cf","1308575","3","2017-03-20 22:51:00"
"588013585","813acc706ce04ef2281761684fd9b2d8","1308575","4","2016-12-22 12:29:22"
"10568743","89c5a02bd46080e5462b483ca8f183fb","1308575","5","2007-02-14 13:39:46"
"1307571313","34f9d392cc8238c77da2650f62c18590","20433357","3","2018-01-16 22:40:01"
"1394688387","42b279e44392f2f00fefee1e4e6c2204","20433357","5","2018-06-24 21:52:41"
"704900765","0bbde266e1446c4e8abc7a5a0de5dc5e","20433357","1","2013-07-16 20:53:13"
"1821530031","6d9a6d60f693e14e3431ebc4179e5267","27019210","5","2019-06-14 03:37:33"
"1521368161","c4bfcf705f9aa73f2ca0588e6451e5ab","27019210","3","2018-11-20 23:25:52"
"1523759901","15e12978682afb0e5b583f6fc87d2640","27019210","1","2018-11-18 03:59:16"
"118122009","5b040b5d9efc9a689c3e5b61bee8cdae","1308835","3","2009-05-03 20:02:29"
"354309813","950ee2208223543358052cad6842712c","1308835","2","2011-02-15 20:20:48"
"545082447","032fc1cf7eb2bc000f9d4f4521a98635","1308835","3","2012-06-17 02:19:57"
"25249958","e19562811fc0c1708b19adb31c7a2f6b","1308835","3","2007-12-03 11:32:42"
"2358713","132e5191f0b72f9eb98a81f7d15ebfae","1308835","4","2006-04-10 21:37:30"
"229511414","289a09c5a5aa66d70b23232d5d01e5c8","1308835","2","2010-03-16 13:47:56"
"430622962","0be62fb5029682122b08327ebac5ead0","1308835","3","2011-08-28 20:24:24"
"529416174","6726644fa7df034da28485ec0f976781","1308835","1","2012-05-08 14:47:45"
"432949076","fbfb309630d3c2d0ba5ead6343466a4c","1308835","2","2011-09-04 16:57:23"
"125734227","eb12216793c077b19adf3c6933107098","1308835","1","2009-05-30 14:00:20"
"399138603","d863aea37afe051b677bfb61fa13da10","1308835","4","2011-06-05 00:43:43"
"44159552","ef573f2fe2b49d4a3b09bd95c095a5c8","1308835","3","2008-06-14 09:22:19"
"292158277","d0bec53895ffbe7d177e502cbc4710c1","1308835","1","2010-09-10 21:56:53"
"145222352","a383e596e95b0440d7cf0bba75b83cf0","1308835","2","2009-08-04 16:24:40"
"503882826","74c017282fc522eb0d0f7c0ae66a9161","1308835","3","2012-03-04 14:13:19"
"129356287","e954902491f53bcbaae0a50fd520717f","1308835","2","2009-06-11 20:51:26"
"151929634","31f04e7da5371369e16b16bcf8c8fd5e","1308835","4","2009-08-23 12:28:07"
"74537363","53de41b74d23975b4c6cc57255e67058","1308835","3","2008-11-23 10:57:25"
"860409468","08926d29f819c80e5c966ae127bad397","1308835","3","2014-11-06 09:17:53"
"378705452","ccacb61fcdcae39584c7584d87df72f0","6038246","5","2011-05-18 03:07:19"
